iter	RMSE
171	90434.8971
172	90372.51636
173	90299.02126
174	90197.5513
175	90142.78469
176	90051.80037
177	89974.59573
178	89934.57657
179	89826.64143
180	89740.13915
181	89655.10968
182	89594.29653
183	89532.3987
184	89434.38221
185	89392.47298
186	89339.07461
187	89262.04629
188	89193.55132
189	89104.56332
190	89049.20267
191	88998.35963
192	88915.00871
193	88863.7594
194	88783.4649
195	88736.53715
196	88661.73522
197	88602.42914
198	88548.0964
199	88497.83888
200	88397.27324
201	88338.33427
202	88280.29924
203	88184.52549
204	88135.71983
205	88050.79574
206	87960.72427
207	87904.70717
208	87836.40423
209	87760.70166
210	87722.40156
211	87634.87907
212	87592.25335
213	87535.03258
214	87493.69
215	87452.34684
216	87403.84418
217	87338.50516
218	87267.10137
219	87216.76841
220	87172.16396
221	87139.62279
222	87082.06126
223	87027.04142
224	87002.05195
225	86961.69932
226	86902.99921
227	86846.41422
228	86780.91853
229	86707.6805
230	86645.78565
231	86579.96935
232	86479.0943
233	86416.52976
234	86360.04069
235	86309.10576
236	86208.68063
237	86149.29337
238	86092.38047
239	86033.461
240	85985.6996
241	85961.17409
242	85928.18982
243	85902.06513
244	85839.2399
245	85766.8851
246	85723.54348
247	85673.39999
248	85632.41561
249	85568.54113
250	85491.24484
251	85416.24145
252	85359.9122
253	85321.84713
254	85247.32853
255	85210.39866
256	85160.91124
257	85093.19585
258	85022.74389
259	84957.06283
260	84872.90798
261	84832.2109
262	84774.12382
263	84728.26511
264	84689.6352
265	84626.4019
266	84597.09597
267	84538.69856
268	84427.4233
269	84385.80216
270	84330.4426
271	84276.53035
272	84228.78782
273	84168.51916
274	84098.39355
275	84057.09124
276	84007.18946
277	83963.6835
278	83876.86313
279	83808.75439
280	83760.44034
281	83720.91923
282	83677.14029
283	83623.71226
284	83576.22589
285	83537.27537
286	83462.62728
287	83390.06073
288	83300.04692
289	83240.6137
290	83181.50607
291	83147.41452
292	83101.37177
293	83044.62662
294	82980.75582
295	82914.9203
296	82872.78828
297	82836.06537
298	82789.90743
299	82720.31395
300	82675.08892
301	82620.95699
302	82572.05957
303	82547.34085
304	82527.81289
305	82491.54057
306	82438.49689
307	82401.91036
308	82359.01636
309	82321.47139
310	82290.85174
311	82245.31452
312	82187.65195
313	82131.07231
314	82099.49936
315	82055.84364
316	82016.56916
317	81972.65739
318	81919.81739
319	81879.46204
320	81831.76975
321	81783.89403
322	81732.98232
323	81673.90568
324	81596.62331
325	81560.70253
326	81492.86897
327	81431.18186
328	81391.63351
329	81348.69021
330	81311.81973
331	81285.09974
332	81230.61485
333	81188.12732
334	81147.70574
335	81055.32573
336	81008.69155
337	80961.99987
338	80896.21041
339	80844.86785
340	80796.04036
341	80769.65253
342	80731.85147
343	80688.97308
344	80628.96014
345	80560.56735
346	80527.56453
347	80478.09982
348	80435.3965
349	80376.91735
350	80327.14134
351	80298.98463
352	80237.51174
353	80213.73618
354	80168.30045
355	80131.48124
356	80099.12965
357	80054.28308
358	80018.74407
359	79948.9806
360	79919.66537
361	79861.10574
362	79827.1562
363	79779.25101
364	79737.88658
365	79671.08893
366	79637.44989
367	79577.37305
368	79537.67432
369	79488.56877
370	79457.43223
371	79434.60109
372	79402.86683
373	79368.90116
374	79317.19885
375	79271.46556
376	79223.55688
377	79181.22762
378	79150.54729
379	79117.47866
380	79050.70593
381	79022.74228
382	78970.31776
383	78909.29905
384	78873.35652
385	78825.76375
386	78788.23748
387	78750.38886
388	78704.41197
389	78642.74422
390	78605.34109
391	78578.54663
392	78528.31596
393	78500.14532
394	78474.83226
395	78456.87232
396	78389.00479
397	78351.89325
398	78308.38466
399	78284.30407
400	78237.17796
401	78196.48921
402	78151.08469
403	78107.99895
404	78063.13189
405	78005.32569
406	77966.27847
407	77924.03535
408	77892.88623
409	77857.87798
410	77805.86901
411	77764.09005
412	77735.4817
413	77694.71199
414	77665.65306
415	77645.79769
416	77611.29876
417	77576.18615
418	77526.7004
419	77496.11257
420	77468.74968
421	77433.4996
422	77412.60654
423	77378.4441
424	77329.59128
425	77308.43446
426	77270.80247
427	77224.39091
428	77185.39572
429	77164.99169
430	77129.24056
431	77093.95782
432	77058.42047
433	77039.59793
434	76998.75578
435	76971.65074
436	76925.26212
437	76886.16999
438	76850.76258
439	76820.27439
440	76800.86394
441	76771.29532
442	76732.12643
443	76695.43376
444	76658.4736
445	76610.79906
446	76571.23484
447	76520.05159
448	76463.6557
449	76449.23511
450	76409.84488
451	76381.66162
452	76328.58975
453	76287.36515
454	76243.56653
455	76228.22534
456	76202.00105
457	76172.12817
458	76144.60127
459	76116.78415
460	76082.07421
461	76054.61624
462	76003.43522
463	75957.50685
464	75907.4403
465	75871.00866
466	75835.36538
467	75791.75437
468	75774.62111
469	75734.36603
470	75702.50659
471	75681.04444
472	75624.47109
473	75601.94975
474	75572.85562
475	75535.3961
476	75510.40659
477	75491.61538
478	75454.39152
479	75412.22481
480	75383.3236
481	75352.2737
482	75314.49858
483	75297.44088
484	75245.61562
485	75216.23126
486	75175.10089
487	75154.49266
488	75116.49695
489	75080.93936
490	75048.69756
491	75022.23046
492	74982.16552
493	74936.08461
494	74914.78314
495	74882.25436
496	74850.22662
497	74823.40363
498	74798.33921
499	74767.90502
500	74717.07449
501	74685.05054
502	74661.51111
503	74651.16366
504	74629.98465
505	74610.15026
506	74591.52725
507	74555.60375
508	74523.60372
509	74495.32071
510	74477.84884
511	74432.98566
512	74415.67387
513	74383.52435
