iter	Passed	Remaining
327	1547	1702
328	1551	1697
329	1556	1693
330	1561	1688
331	1565	1682
332	1569	1677
333	1574	1673
334	1579	1668
335	1584	1664
336	1589	1660
337	1594	1655
338	1598	1650
339	1603	1645
340	1608	1641
341	1612	1635
342	1616	1630
343	1621	1626
344	1626	1621
345	1630	1616
346	1635	1611
347	1640	1607
348	1644	1602
349	1649	1597
350	1653	1592
351	1658	1588
352	1663	1583
353	1668	1579
354	1673	1574
355	1678	1569
356	1682	1565
357	1687	1560
358	1692	1555
359	1696	1550
360	1701	1545
361	1705	1540
362	1710	1536
363	1714	1531
364	1719	1526
365	1723	1521
366	1728	1516
367	1732	1511
368	1737	1506
369	1742	1502
370	1746	1497
371	1751	1492
372	1756	1487
373	1760	1483
374	1765	1478
375	1769	1473
376	1774	1468
377	1778	1463
378	1783	1458
379	1788	1454
380	1792	1449
381	1797	1444
382	1802	1440
383	1807	1435
384	1811	1430
385	1816	1425
386	1821	1421
387	1825	1416
388	1829	1411
389	1835	1406
390	1839	1402
391	1843	1397
392	1849	1392
393	1854	1388
394	1858	1383
395	1863	1378
396	1868	1374
397	1872	1369
398	1876	1363
399	1881	1359
400	1886	1354
401	1890	1349
402	1894	1344
403	1899	1340
404	1904	1335
405	1908	1330
406	1913	1325
407	1918	1321
408	1922	1316
409	1927	1311
410	1932	1307
411	1937	1302
412	1941	1297
413	1946	1292
414	1950	1287
415	1954	1282
416	1959	1278
417	1964	1273
418	1968	1268
419	1973	1263
420	1977	1258
421	1982	1254
422	1986	1249
423	1991	1244
424	2003	1244
425	2008	1239
426	2013	1235
427	2017	1230
428	2022	1225
429	2026	1220
430	2031	1216
431	2036	1211
432	2040	1206
433	2045	1201
434	2049	1196
435	2053	1191
436	2058	1187
437	2063	1182
438	2068	1177
439	2072	1172
440	2076	1167
441	2081	1163
442	2085	1158
443	2090	1153
444	2095	1149
445	2099	1144
446	2104	1139
447	2108	1134
448	2113	1129
449	2118	1124
450	2122	1120
451	2127	1115
452	2132	1110
453	2136	1105
454	2141	1101
455	2145	1096
456	2150	1091
457	2154	1086
458	2159	1082
459	2164	1077
460	2168	1072
461	2173	1067
462	2178	1063
463	2182	1058
464	2186	1053
465	2191	1048
466	2195	1043
467	2200	1038
468	2205	1034
469	2209	1029
470	2213	1024
471	2218	1019
472	2223	1015
473	2227	1010
474	2231	1005
475	2236	1000
476	2241	996
477	2245	991
478	2250	986
479	2254	981
480	2259	977
481	2263	972
482	2268	967
483	2272	962
484	2277	957
485	2281	953
486	2286	948
487	2291	943
488	2295	938
489	2300	934
490	2305	929
491	2310	925
492	2315	920
493	2319	915
494	2324	911
495	2329	906
496	2334	901
497	2339	897
498	2344	892
499	2348	887
500	2353	883
501	2358	878
502	2362	873
503	2366	868
504	2371	864
505	2376	859
506	2380	854
507	2385	850
508	2390	845
509	2395	840
510	2399	835
511	2404	831
512	2408	826
513	2412	821
514	2416	816
515	2421	811
516	2426	807
517	2430	802
518	2435	797
519	2439	792
520	2444	788
521	2449	783
522	2453	778
523	2458	774
524	2462	769
525	2467	764
526	2471	759
527	2476	754
528	2481	750
529	2485	745
530	2490	740
531	2494	736
532	2499	731
533	2504	726
534	2509	722
535	2513	717
536	2518	712
537	2522	708
538	2527	703
539	2532	698
540	2536	693
541	2540	689
542	2545	684
543	2549	679
544	2553	674
545	2558	670
546	2562	665
547	2567	660
548	2571	655
549	2576	651
550	2580	646
551	2585	641
552	2590	637
553	2595	632
554	2600	627
555	2604	623
556	2608	618
557	2613	613
558	2618	608
559	2622	604
560	2627	599
561	2632	594
562	2636	590
563	2640	585
564	2645	580
565	2650	575
566	2654	571
567	2658	566
568	2664	561
569	2668	557
570	2673	552
571	2677	547
572	2682	543
573	2686	538
574	2690	533
575	2697	529
576	2703	524
577	2710	520
578	2716	516
579	2721	511
580	2728	507
581	2733	502
582	2738	497
583	2744	493
584	2749	488
585	2753	484
586	2759	479
587	2764	474
588	2768	470
589	2773	465
590	2778	460
591	2782	455
592	2787	451
593	2792	446
594	2797	441
595	2802	437
596	2806	432
597	2811	427
598	2815	423
599	2820	418
600	2825	413
601	2829	408
602	2834	404
603	2839	399
604	2844	394
605	2849	390
606	2854	385
607	2859	380
608	2864	376
609	2869	371
610	2874	366
611	2879	362
612	2883	357
613	2888	352
614	2893	348
615	2898	343
616	2903	338
617	2908	334
618	2913	329
619	2917	324
620	2922	320
621	2927	315
622	2932	310
623	2937	305
624	2942	301
625	2947	296
626	2951	291
627	2956	287
628	2961	282
629	2965	277
630	2969	272
631	2974	268
632	2978	263
633	2982	258
634	2987	254
635	2992	249
636	2996	244
637	3000	239
638	3006	235
639	3010	230
640	3014	225
641	3019	221
642	3024	216
643	3028	211
644	3032	206
645	3038	202
646	3042	197
647	3046	192
648	3051	188
649	3056	183
650	3060	178
651	3065	173
652	3070	169
653	3074	164
654	3079	159
655	3084	155
656	3088	150
657	3092	145
658	3097	141
659	3102	136
660	3106	131
661	3110	126
662	3115	122
663	3120	117
664	3124	112
665	3129	108
666	3134	103
667	3138	98
668	3142	93
669	3147	89
670	3152	84
671	3157	79
672	3161	75
673	3166	70
674	3170	65
675	3176	61
676	3180	56
677	3185	51
678	3189	46
679	3194	42
680	3198	37
681	3203	32
682	3207	28
683	3212	23
684	3217	18
685	3221	14
686	3226	9
687	3231	4
688	3235	0
