Unnamed: 0,id,url,type,subtype,bedroomCount,bathroomCount,province,locality,postCode,habitableSurface,buildingCondition,buildingConstructionYear,facedeCount,floodZoneType,heatingType,kitchenType,hasLivingRoom,toiletCount,hasTerrace,epcScore,price
0,20661494.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20661494,APARTMENT,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,100.0,GOOD,2004.0,1.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,C,399000.0
1,20647642.0,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20647642,HOUSE,HOUSE,4.0,2.0,Brussels,Etterbeek,1040,270.0,TO_BE_DONE_UP,1910.0,2.0,NON_FLOOD_ZONE,FUELOIL,INSTALLED,True,3.0,True,E,895000.0
11,20577219.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20577219,APARTMENT,APARTMENT,3.0,1.0,Brussels,Etterbeek,1040,119.0,TO_RENOVATE,1944.0,2.0,NON_FLOOD_ZONE,GAS,NOT_INSTALLED,True,1.0,True,E,370000.0
16,20638164.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20638164,APARTMENT,PENTHOUSE,3.0,1.0,Brussels,Etterbeek,1040,198.0,AS_NEW,1912.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,B,995000.0
20,20634202.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20634202,APARTMENT,PENTHOUSE,3.0,2.0,Brussels,Etterbeek,1040,220.0,AS_NEW,1912.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,C,950000.0
22,20638165.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20638165,APARTMENT,PENTHOUSE,2.0,1.0,Brussels,Etterbeek,1040,187.0,JUST_RENOVATED,1912.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,C,795000.0
30,20654767.0,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20654767,HOUSE,HOUSE,6.0,2.0,Brussels,Etterbeek,1040,330.0,TO_RENOVATE,1952.0,2.0,NON_FLOOD_ZONE,FUELOIL,SEMI_EQUIPPED,True,3.0,True,G,1090000.0
32,20622549.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20622549,APARTMENT,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,80.0,TO_RENOVATE,1909.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,F,230000.0
34,20628036.0,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/20628036,HOUSE,MANSION,3.0,1.0,Brussels,Etterbeek,1040,178.0,TO_RENOVATE,1899.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,2.0,True,E,549000.0
36,20439478.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20439478,APARTMENT,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,100.0,TO_BE_DONE_UP,1956.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,F,315000.0
37,20179826.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1040/20179826,APARTMENT,APARTMENT,3.0,3.0,Brussels,Bruxelles,1040,183.0,GOOD,1990.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,4.0,True,C,795000.0
41,20651799.0,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20651799,HOUSE,HOUSE,5.0,3.0,Brussels,Etterbeek,1040,240.0,AS_NEW,1920.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,5.0,True,G,779000.0
42,20629025.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20629025,APARTMENT,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,75.0,AS_NEW,1977.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,1.0,True,D,255000.0
46,20452787.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20452787,APARTMENT,APARTMENT,2.0,2.0,Brussels,Etterbeek,1040,115.0,TO_BE_DONE_UP,1933.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,C,395000.0
49,11310647.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/11310647,HOUSE,APARTMENT_BLOCK,9.0,6.0,Brussels,Etterbeek,1040,528.0,AS_NEW,1912.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,8.0,True,D,1790000.0
50,20593679.0,https://www.immoweb.be/en/classified/exceptional-property/for-sale/etterbeek/1040/20593679,HOUSE,EXCEPTIONAL_PROPERTY,6.0,5.0,Brussels,Etterbeek,1040,850.0,AS_NEW,1920.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,7.0,True,E,2895000.0
60,20649607.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20649607,APARTMENT,PENTHOUSE,2.0,2.0,Brussels,Etterbeek,1040,250.0,AS_NEW,1990.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,D,1495000.0
64,20645043.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20645043,APARTMENT,APARTMENT,2.0,2.0,Brussels,Etterbeek,1040,155.0,JUST_RENOVATED,1961.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,C,900000.0
70,20247010.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20247010,APARTMENT,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,70.0,TO_BE_DONE_UP,1930.0,4.0,NON_FLOOD_ZONE,GAS,NOT_INSTALLED,True,2.0,True,E,260000.0
74,20328906.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20328906,APARTMENT,PENTHOUSE,2.0,1.0,Brussels,Etterbeek,1040,187.0,JUST_RENOVATED,1912.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,C,875000.0
76,20498023.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20498023,APARTMENT,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,84.0,GOOD,1978.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,1.0,True,B,415000.0
83,20580997.0,https://www.immoweb.be/en/classified/exceptional-property/for-sale/etterbeek/1040/20580997,HOUSE,EXCEPTIONAL_PROPERTY,7.0,5.0,Brussels,Etterbeek,1040,850.0,AS_NEW,1920.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,7.0,True,E,2895000.0
89,20510837.0,https://www.immoweb.be/en/classified/house/for-sale/brussels/1040/20510837,HOUSE,HOUSE,7.0,3.0,Brussels,Brussels,1040,340.0,TO_RENOVATE,1898.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,3.0,True,G,985000.0
98,20268349.0,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/20268349,HOUSE,MANSION,7.0,3.0,Brussels,Etterbeek,1040,500.0,AS_NEW,1926.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,5.0,True,F,1795000.0
108,20640022.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20640022,APARTMENT,APARTMENT,2.0,2.0,Brussels,Etterbeek,1040,186.0,GOOD,1972.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,C,695000.0
115,20531942.0,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/20531942,HOUSE,MANSION,6.0,3.0,Brussels,Etterbeek,1040,300.0,TO_RENOVATE,1895.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,3.0,True,G,985000.0
166,20605367.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20605367,APARTMENT,APARTMENT,1.0,1.0,Brussels,ETTERBEEK,1040,68.0,AS_NEW,1912.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,G,339000.0
176,20264524.0,https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20264524,APARTMENT,PENTHOUSE,2.0,2.0,Brussels,Etterbeek,1040,95.0,GOOD,2014.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,B,399000.0
179,20644511.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20644511,APARTMENT,APARTMENT,2.0,1.0,Brussels,Etterbeek,1040,71.0,TO_RENOVATE,1939.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,275000.0
189,20600633.0,https://www.immoweb.be/en/classified/exceptional-property/for-sale/etterbeek/1040/20600633,HOUSE,EXCEPTIONAL_PROPERTY,4.0,2.0,Brussels,Etterbeek,1040,380.0,AS_NEW,1922.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,4.0,True,C,1890000.0
197,10556343.0,https://www.immoweb.be/en/classified/mansion/for-sale/etterbeek/1040/10556343,HOUSE,MANSION,5.0,5.0,Brussels,Etterbeek,1040,850.0,AS_NEW,1910.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,6.0,True,E,2895000.0
201,20614716.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/etterbeek/1040/20614716,APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,Etterbeek,1040,68.0,TO_RENOVATE,1939.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,250000.0
206,20637786.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20637786,APARTMENT,APARTMENT,1.0,1.0,Brussels,ETTERBEEK,1040,82.0,GOOD,1936.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,349000.0
209,20583079.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20583079,APARTMENT,APARTMENT,1.0,1.0,Brussels,ETTERBEEK,1040,82.0,GOOD,1936.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,360000.0
210,20545025.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20545025,APARTMENT,APARTMENT,2.0,1.0,Brussels,ETTERBEEK,1040,92.0,GOOD,1936.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,365000.0
226,20513496.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20513496,APARTMENT,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,90.0,GOOD,1960.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,F,380000.0
235,20551427.0,https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20551427,APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,Etterbeek,1040,48.0,GOOD,1935.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,1.0,True,G,185000.0
248,20183640.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20183640,APARTMENT,APARTMENT,1.0,1.0,Brussels,Etterbeek,1040,60.0,GOOD,2008.0,2.0,NON_FLOOD_ZONE,ELECTRIC,INSTALLED,True,1.0,True,G,249000.0
252,11338045.0,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/11338045,APARTMENT,APARTMENT,5.0,2.0,Brussels,Etterbeek,1040,368.0,GOOD,1970.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,4.0,True,C,1295000.0
298,20642682.0,https://www.immoweb.be/en/classified/loft/for-sale/bruxelles/1020/20642682,APARTMENT,LOFT,2.0,2.0,Brussels,Bruxelles,1020,221.0,AS_NEW,2004.0,2.0,NON_FLOOD_ZONE,GAS,USA_HYPER_EQUIPPED,True,2.0,True,E,599000.0
302,20647471.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1020/20647471,APARTMENT,GROUND_FLOOR,1.0,1.0,Brussels,Bruxelles,1020,71.0,AS_NEW,1950.0,3.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,G,241000.0
307,20583166.0,https://www.immoweb.be/en/classified/duplex/for-sale/laeken/1020/20583166,APARTMENT,DUPLEX,3.0,2.0,Brussels,Laeken,1020,140.0,TO_BE_DONE_UP,1979.0,3.0,NON_FLOOD_ZONE,ELECTRIC,INSTALLED,True,1.0,True,G,299000.0
308,20642745.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken-bru/1020/20642745,APARTMENT,APARTMENT,2.0,1.0,Brussels,LAEKEN (BRU.),1020,82.0,GOOD,1953.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,225000.0
312,20567262.0,https://www.immoweb.be/en/classified/villa/for-sale/bruxelles/1020/20567262,HOUSE,VILLA,4.0,2.0,Brussels,Bruxelles,1020,190.0,JUST_RENOVATED,2011.0,4.0,NON_FLOOD_ZONE,GAS,USA_HYPER_EQUIPPED,True,2.0,True,E,795000.0
315,20641601.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20641601,APARTMENT,APARTMENT,3.0,1.0,Brussels,Bruxelles,1020,118.0,GOOD,1975.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,E,295000.0
321,20474715.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/brussel/1020/20474715,HOUSE,APARTMENT_BLOCK,7.0,4.0,Brussels,Brussel,1020,220.0,GOOD,1918.0,2.0,POSSIBLE_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,4.0,True,E,570000.0
327,20589528.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20589528,APARTMENT,APARTMENT,2.0,1.0,Brussels,Laeken,1020,82.0,GOOD,1953.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,D,285000.0
328,20587414.0,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/20587414,HOUSE,HOUSE,4.0,1.0,Brussels,Laeken,1020,217.0,GOOD,1940.0,2.0,NON_FLOOD_ZONE,FUELOIL,INSTALLED,True,2.0,True,F,379000.0
336,20406322.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20406322,APARTMENT,APARTMENT,1.0,1.0,Brussels,Laeken,1020,60.0,GOOD,1960.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,G,195000.0
337,20485521.0,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/laeken/1020/20485521,HOUSE,MIXED_USE_BUILDING,5.0,3.0,Brussels,Laeken,1020,425.0,TO_RENOVATE,1949.0,2.0,NON_FLOOD_ZONE,FUELOIL,NOT_INSTALLED,True,7.0,True,G,460000.0
338,20613426.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20613426,APARTMENT,APARTMENT,2.0,1.0,Brussels,Laeken,1020,73.0,GOOD,1970.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,1.0,True,B,225000.0
351,20397523.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/laeken/1020/20397523,HOUSE,APARTMENT_BLOCK,6.0,3.0,Brussels,Laeken,1020,300.0,TO_BE_DONE_UP,1899.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,4.0,True,G,665000.0
360,20406806.0,https://www.immoweb.be/en/classified/duplex/for-sale/laeken/1020/20406806,APARTMENT,DUPLEX,1.0,1.0,Brussels,Laeken,1020,91.0,AS_NEW,1940.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,E,265000.0
371,20449503.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20449503,APARTMENT,APARTMENT,2.0,1.0,Brussels,Laeken,1020,82.0,TO_RENOVATE,1957.0,2.0,NON_FLOOD_ZONE,GAS,NOT_INSTALLED,True,1.0,True,F,200000.0
372,20283799.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20283799,APARTMENT,APARTMENT,3.0,2.0,Brussels,BRUXELLES,1020,139.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,B,410000.0
376,20583164.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/laeken/1020/20583164,APARTMENT,GROUND_FLOOR,3.0,1.0,Brussels,Laeken,1020,105.0,TO_BE_DONE_UP,1973.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,G,229000.0
379,20406327.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20406327,APARTMENT,APARTMENT,2.0,1.0,Brussels,Laeken,1020,80.0,GOOD,1966.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,E,219000.0
387,20439640.0,https://www.immoweb.be/en/classified/triplex/for-sale/laeken/1020/20439640,APARTMENT,TRIPLEX,4.0,1.0,Brussels,Laeken,1020,201.0,AS_NEW,1972.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,2.0,True,D,429000.0
391,20470338.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20470338,APARTMENT,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,75.0,TO_BE_DONE_UP,1969.0,2.0,NON_FLOOD_ZONE,GAS,NOT_INSTALLED,True,1.0,True,C,185000.0
393,20336776.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20336776,APARTMENT,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,102.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,B,325000.0
394,20335908.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20335908,APARTMENT,APARTMENT,2.0,1.0,Brussels,BRUXELLES,1020,102.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,B,325000.0
395,20336775.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20336775,APARTMENT,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,114.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,B,340000.0
396,20336778.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20336778,APARTMENT,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,114.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,B,347000.0
397,20335901.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20335901,APARTMENT,APARTMENT,2.0,1.0,Brussels,BRUXELLES,1020,96.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,A,350000.0
398,20335902.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20335902,APARTMENT,APARTMENT,3.0,2.0,Brussels,BRUXELLES,1020,133.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,A,399000.0
399,20335906.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20335906,APARTMENT,APARTMENT,3.0,2.0,Brussels,BRUXELLES,1020,143.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,A,440000.0
400,20512808.0,https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1020/20512808,HOUSE,APARTMENT_BLOCK,4.0,2.0,Brussels,Bruxelles,1020,225.0,JUST_RENOVATED,1961.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,2.0,True,F,565000.0
406,11321128.0,https://www.immoweb.be/en/classified/house/for-sale/brussel/1020/11321128,HOUSE,HOUSE,3.0,1.0,Brussels,Brussel,1020,205.0,GOOD,1918.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,2.0,True,E,425000.0
460,20241317.0,https://www.immoweb.be/en/classified/apartment/for-sale/laken/1020/20241317,APARTMENT,APARTMENT,3.0,1.0,Brussels,LAKEN,1020,100.0,GOOD,1969.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,2.0,True,F,279000.0
461,20624881.0,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/20624881,HOUSE,HOUSE,4.0,1.0,Brussels,Laeken,1020,245.0,GOOD,1954.0,3.0,NON_FLOOD_ZONE,FUELOIL,HYPER_EQUIPPED,True,2.0,True,F,685000.0
462,20549686.0,https://www.immoweb.be/en/classified/duplex/for-sale/laeken/1020/20549686,APARTMENT,DUPLEX,3.0,2.0,Brussels,Laeken,1020,154.0,GOOD,2016.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,C,449000.0
464,20548530.0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/20548530,APARTMENT,APARTMENT,2.0,1.0,Brussels,Bruxelles,1020,88.0,GOOD,1970.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,F,215000.0
485,20448458.0,https://www.immoweb.be/en/classified/triplex/for-sale/bruxelles/1020/20448458,APARTMENT,TRIPLEX,4.0,1.0,Brussels,Bruxelles,1020,155.0,GOOD,1955.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,E,345000.0
488,20260032.0,https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/20260032,HOUSE,HOUSE,5.0,3.0,Brussels,Laeken,1020,240.0,AS_NEW,1996.0,3.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,3.0,True,D,749000.0
496,20483740.0,https://www.immoweb.be/en/classified/town-house/for-sale/laeken/1020/20483740,HOUSE,TOWN_HOUSE,5.0,2.0,Brussels,Laeken,1020,220.0,TO_BE_DONE_UP,1918.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,G,395000.0
517,20435972.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20435972,APARTMENT,APARTMENT,2.0,1.0,Brussels,Laeken,1020,86.0,GOOD,1930.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,E,199000.0
578,20504814.0,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20504814,APARTMENT,APARTMENT,2.0,1.0,Brussels,Laeken,1020,90.0,TO_BE_DONE_UP,1950.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,F,210000.0
581,20584114.0,https://www.immoweb.be/en/classified/town-house/for-sale/brussel/1020/20584114,HOUSE,TOWN_HOUSE,3.0,1.0,Brussels,Brussel,1020,185.0,AS_NEW,1974.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,2.0,True,D,520000.0
583,20313010.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/laeken-bru/1020/20313010,APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,LAEKEN (BRU.),1020,82.0,GOOD,1953.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,G,250000.0
599,20576136.0,https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1020/20576136,APARTMENT,DUPLEX,3.0,1.0,Brussels,Bruxelles,1020,113.0,TO_BE_DONE_UP,1992.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,F,340000.0
603,20576135.0,https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1020/20576135,APARTMENT,DUPLEX,2.0,1.0,Brussels,Bruxelles,1020,117.0,TO_BE_DONE_UP,1992.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,G,290000.0
622,20647604.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20647604,APARTMENT,APARTMENT,3.0,1.0,Brussels,Schaerbeek,1030,114.0,AS_NEW,1959.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,D,320000.0
623,20657721.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20657721,APARTMENT,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,67.0,AS_NEW,2023.0,2.0,NON_FLOOD_ZONE,GAS,SEMI_EQUIPPED,True,1.0,True,A,249000.0
625,20653768.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20653768,APARTMENT,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,73.0,TO_BE_DONE_UP,1975.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,C,199000.0
626,20649310.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20649310,APARTMENT,APARTMENT,2.0,1.0,Brussels,Schaarbeek,1030,120.0,GOOD,1932.0,2.0,NON_FLOOD_ZONE,GAS,INSTALLED,True,1.0,True,E,390000.0
646,20614382.0,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20614382,HOUSE,HOUSE,5.0,2.0,Brussels,Schaerbeek,1030,200.0,GOOD,1926.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,F,745000.0
652,20425442.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20425442,APARTMENT,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,80.0,GOOD,1960.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,1.0,True,D,239000.0
654,20658060.0,https://www.immoweb.be/en/classified/exceptional-property/for-sale/schaarbeek/1030/20658060,HOUSE,EXCEPTIONAL_PROPERTY,6.0,6.0,Brussels,Schaarbeek,1030,252.0,GOOD,1939.0,2.0,NON_FLOOD_ZONE,FUELOIL,HYPER_EQUIPPED,True,7.0,True,D,1200000.0
655,20547399.0,https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20547399,APARTMENT,GROUND_FLOOR,3.0,2.0,Brussels,Schaerbeek,1030,159.0,AS_NEW,1930.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,C,795000.0
658,20625288.0,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20625288,HOUSE,HOUSE,4.0,2.0,Brussels,Schaerbeek,1030,197.0,GOOD,1930.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,G,749000.0
664,20579763.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20579763,APARTMENT,APARTMENT,1.0,1.0,Brussels,Schaerbeek,1030,68.0,AS_NEW,2014.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,1.0,True,D,260000.0
666,20586052.0,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20586052,HOUSE,HOUSE,5.0,3.0,Brussels,Schaerbeek,1030,250.0,AS_NEW,1921.0,3.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,3.0,True,D,1400000.0
674,20547271.0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20547271,APARTMENT,APARTMENT,2.0,1.0,Brussels,Schaerbeek,1030,86.0,AS_NEW,1930.0,2.0,NON_FLOOD_ZONE,GAS,HYPER_EQUIPPED,True,2.0,True,C,499000.0
