iter	RMSE
128	106073.0062
129	105944.3152
130	105879.7062
131	105809.0228
132	105732.1627
133	105663.7949
134	105550.7651
135	105469.3501
136	105298.7671
137	105178.2614
138	105106.7898
139	104986.182
140	104927.2929
141	104775.7111
142	104676.1979
143	104585.9813
144	104546.4828
145	104480.3847
146	104417.2795
147	104336.9868
148	104268.5812
149	104197.4199
150	104148.1361
151	103996.8561
152	103956.0246
153	103902.0401
154	103811.8334
155	103709.223
156	103555.6597
157	103475.9798
158	103423.4176
159	103373.3615
160	103304.5475
161	103231.1252
162	103170.6288
163	103087.4704
164	103006.9525
165	102928.078
166	102833.229
167	102743.202
168	102670.0841
169	102608.0453
170	102545.2858
171	102431.5449
172	102370.08
173	102310.9204
174	102259.8318
175	102161.1438
176	102079.0625
177	101977.1073
178	101914.1871
179	101838.8121
180	101762.7192
181	101696.9272
182	101628.0981
183	101528.9622
184	101475.9239
185	101424.1295
186	101367.1839
187	101294.5125
188	101238.3968
189	101145.8167
190	101075.3363
191	101017.9005
192	100960.3259
193	100899.0225
194	100815.8424
195	100739.0107
196	100673.487
197	100609.4546
198	100559.325
199	100475.3169
200	100402.831
201	100337.7149
202	100230.3334
203	100170.1878
204	100114.0462
205	100050.4924
206	100000.0619
207	99931.50999
208	99887.50816
209	99824.0844
210	99767.56759
211	99695.61779
212	99650.27696
213	99601.3528
214	99564.19345
215	99476.16762
216	99413.50646
217	99364.61888
218	99302.54584
219	99229.1694
220	99173.23841
221	99122.04002
222	99055.93593
223	99004.27805
224	98946.51549
225	98915.59736
226	98877.22352
227	98835.5008
228	98778.29091
229	98721.09589
230	98657.88264
231	98582.73846
232	98536.6251
233	98485.83168
234	98432.27766
235	98384.36373
236	98324.6803
237	98261.52155
238	98200.71971
239	98158.26257
240	98108.48706
241	98047.64465
242	97951.08813
243	97917.37747
244	97877.20067
245	97832.74757
246	97785.69573
247	97702.63035
248	97654.77281
249	97613.24865
250	97577.17802
251	97540.80636
252	97499.63248
253	97417.51827
254	97386.66661
255	97346.89863
256	97306.89586
257	97262.00577
258	97220.31463
259	97193.48094
260	97139.06892
261	97097.53369
262	97057.55491
263	97002.99519
264	96967.5065
265	96931.44467
266	96898.5397
267	96844.02522
268	96791.90453
269	96750.46302
270	96710.73341
271	96653.05371
272	96621.52794
273	96562.78706
274	96522.19823
275	96481.26807
276	96428.20206
277	96397.59469
278	96360.95267
279	96311.70583
280	96275.00742
281	96237.86547
282	96211.47413
283	96159.9245
284	96118.08819
285	96091.05808
286	96055.96305
287	96018.62302
288	95974.66728
289	95914.76139
290	95875.50062
291	95828.41847
292	95785.1624
293	95736.68758
294	95713.37479
295	95667.7746
296	95614.20699
297	95582.3628
298	95563.98743
299	95528.89116
300	95513.43177
301	95464.4089
302	95441.43832
303	95386.14686
304	95345.12592
305	95298.4664
306	95265.67162
307	95241.0322
308	95219.52581
309	95201.39216
310	95180.38858
311	95152.33934
312	95095.39771
313	95081.0872
314	95066.65042
315	95020.39689
316	95001.22549
317	94955.37082
318	94944.2243
319	94910.12197
320	94873.94251
321	94854.14333
322	94809.06104
323	94734.01216
324	94707.29218
325	94674.18182
326	94669.21618
327	94632.43609
328	94588.96501
329	94568.62367
330	94525.13824
331	94523.74052
332	94480.67447
333	94433.25658
334	94409.87873
335	94397.47073
336	94376.8237
337	94331.98939
338	94281.69034
339	94247.94418
340	94211.5879
341	94198.32588
342	94154.43913
343	94123.39505
344	94090.70412
345	94074.29444
346	94021.32959
347	93979.75284
348	93942.01663
349	93894.86227
350	93866.41463
351	93832.81061
352	93800.59121
353	93770.93741
354	93745.77449
355	93706.59937
356	93668.70246
357	93644.97076
358	93619.40306
359	93579.33302
360	93562.27994
361	93542.43044
362	93503.24933
363	93474.82279
364	93441.86227
365	93390.97153
366	93374.51489
367	93350.82226
368	93323.02573
369	93302.58034
370	93294.36127
371	93272.13747
372	93227.99884
373	93217.68563
374	93197.39171
375	93168.23266
376	93130.49698
377	93106.90193
378	93074.34734
379	93051.34079
380	93031.68415
381	93015.76543
382	93006.43472
383	92978.65277
384	92951.03162
385	92920.97032
386	92882.88767
387	92858.29862
388	92831.93035
389	92803.03791
390	92775.33799
391	92749.95002
392	92714.31991
393	92693.31483
394	92686.96913
395	92655.59306
396	92626.83224
397	92598.92388
398	92564.31405
399	92540.88557
400	92530.06649
401	92490.89848
402	92447.42717
403	92438.3805
404	92417.14292
405	92404.9109
406	92367.89349
407	92326.53922
408	92313.30689
409	92272.77377
410	92252.09844
411	92228.08821
412	92222.36854
413	92191.67457
414	92160.32912
415	92119.80492
416	92093.58545
417	92075.52764
418	92057.85693
419	92022.70472
420	91988.58596
421	91952.40285
422	91914.33384
423	91889.90697
424	91860.89274
425	91841.40401
426	91816.69444
427	91806.71749
428	91788.96799
429	91757.51388
430	91737.5986
431	91697.51845
432	91666.85079
433	91643.59238
434	91572.01738
435	91548.5562
436	91524.08527
437	91508.66202
438	91468.85211
439	91436.08577
440	91413.27933
441	91391.87747
442	91361.46575
443	91358.13022
444	91320.00579
445	91282.00405
446	91263.95829
447	91229.7517
448	91209.32934
449	91185.91786
450	91165.14749
451	91154.51739
452	91135.74899
453	91115.61315
454	91061.23111
455	91043.02792
456	91025.53866
457	91018.09603
458	90993.03231
459	90963.51234
460	90930.5395
461	90916.44573
462	90873.489
463	90851.63908
464	90815.59549
465	90791.19994
466	90770.67381
467	90770.01635
468	90745.06692
469	90707.33474
470	90680.35223
471	90651.23206
472	90618.44077
473	90577.09857
474	90557.3235
475	90534.16056
476	90514.02484
477	90503.52644
478	90471.6532
479	90441.45702
480	90419.85278
481	90390.06896
482	90352.37106
483	90317.31769
484	90285.70503
485	90264.09319
486	90234.21243
487	90199.55059
488	90176.5909
489	90151.02095
490	90126.67704
491	90106.38096
492	90083.96037
493	90066.04737
494	90040.3166
495	90019.25537
496	89981.75808
497	89945.89355
498	89914.54308
499	89892.57663
500	89876.59809
501	89848.93388
502	89821.83181
503	89788.45972
504	89767.30577
505	89751.27252
506	89728.03148
507	89710.67889
508	89688.40805
509	89655.2093
510	89631.36006
511	89627.19664
512	89602.6895
513	89579.53038
514	89558.73639
515	89522.68556
516	89487.79547
517	89487.24905
518	89467.89235
519	89457.51863
520	89441.06374
521	89434.43739
522	89399.90128
523	89376.12898
524	89348.74449
525	89318.29925
526	89301.79471
527	89275.9501
528	89262.10786
529	89238.04242
530	89201.46354
531	89178.6869
532	89149.09243
533	89118.95572
534	89091.36513
535	89080.18368
536	89062.62742
537	89031.85533
538	89014.99525
539	88976.91126
540	88968.16407
541	88943.9119
542	88923.6055
543	88916.70903
544	88894.2941
545	88880.68246
546	88874.36925
547	88847.89159
548	88824.19612
549	88809.00164
550	88779.28736
551	88751.25859
552	88728.84735
553	88698.71419
554	88668.86961
555	88646.46584
556	88621.11136
557	88606.38277
558	88591.76445
559	88574.90607
560	88556.58327
561	88532.34951
562	88503.95835
563	88491.45116
564	88474.26692
565	88463.19921
566	88445.58596
567	88416.35984
568	88397.08466
569	88368.71587
570	88354.29381
571	88337.38874
572	88312.23428
573	88288.70672
574	88270.42153
575	88237.91252
576	88225.18415
577	88204.32575
578	88185.35965
579	88172.64133
580	88152.58838
581	88130.19947
582	88113.22717
583	88088.36272
584	88056.13027
585	88034.41872
586	88021.63146
587	87994.85345
588	87971.93858
589	87957.01359
590	87938.10851
591	87923.59114
592	87898.01263
593	87880.45892
594	87864.52574
595	87846.59223
596	87827.74102
597	87815.32706
598	87799.52522
599	87772.07051
600	87748.65753
601	87725.53724
602	87716.89033
603	87693.5219
604	87668.73913
605	87652.0003
606	87633.58377
607	87610.98949
608	87594.42877
609	87571.00516
610	87550.85303
611	87520.62342
612	87505.5472
613	87486.89784
614	87455.02035
615	87428.51924
616	87413.92013
617	87399.35981
618	87378.0908
619	87359.03369
620	87342.22921
621	87330.98539
622	87316.30771
623	87295.35008
624	87265.55278
625	87254.09868
626	87242.32709
627	87223.93847
628	87205.26022
629	87181.0967
630	87157.206
631	87141.82688
632	87119.92611
633	87089.90002
634	87066.05049
635	87053.0002
636	87028.19371
637	87012.02619
638	86990.09421
639	86971.59318
640	86952.84678
641	86936.2801
642	86927.4952
643	86905.45868
644	86892.35575
645	86881.08927
646	86864.84231
647	86844.50063
648	86828.23627
649	86802.87291
650	86788.00379
651	86764.21405
652	86748.83157
653	86729.95999
654	86709.52185
655	86688.39574
656	86675.30755
657	86649.55148
658	86621.85874
659	86604.14869
660	86587.31723
661	86564.01554
662	86546.64676
663	86524.44352
664	86498.92709
665	86485.97344
666	86464.20791
667	86442.64398
668	86423.85868
669	86398.95525
670	86380.7879
671	86350.93314
672	86330.83933
673	86319.00296
674	86299.01344
675	86272.072
676	86254.34714
677	86231.73686
678	86215.71668
679	86200.16431
680	86193.24357
681	86180.2342
682	86166.55385
683	86144.96561
684	86131.97324
685	86124.14249
686	86109.09512
687	86085.89314
688	86064.70287
689	86044.14843
690	86026.01713
691	86012.96785
692	85997.79719
693	85988.51858
694	85969.56772
695	85949.09636
696	85940.35599
697	85925.95901
698	85911.87107
699	85898.86827
700	85885.31143
701	85865.73707
702	85847.95427
703	85821.74638
704	85800.19689
705	85788.03375
706	85769.45723
707	85760.0318
708	85737.01892
709	85723.32852
710	85710.39243
711	85688.77227
712	85677.9532
713	85668.96492
714	85652.66969
715	85635.21276
716	85629.33565
717	85615.91372
718	85601.22821
719	85583.46103
720	85567.36673
721	85550.29216
722	85525.21702
723	85505.81318
724	85481.85839
725	85466.82098
726	85447.44594
727	85425.61213
728	85412.80585
729	85397.3029
730	85377.13245
731	85350.94892
732	85337.22982
733	85314.88457
734	85296.84988
735	85275.17415
736	85254.56368
737	85239.80001
738	85228.42329
739	85217.78101
740	85201.01487
741	85190.06941
742	85172.2885
743	85152.55168
744	85140.86916
745	85125.45862
746	85107.88641
747	85080.00401
748	85061.92256
749	85041.27321
750	85020.54519
751	84995.38876
752	84978.61437
753	84971.61475
754	84961.37848
755	84946.28977
756	84933.46079
757	84932.9195
758	84921.60943
759	84903.7526
760	84889.92715
761	84873.68632
762	84860.97298
763	84851.55055
764	84830.63805
765	84827.40536
766	84809.87684
767	84795.97851
768	84778.73018
769	84753.24253
770	84737.65171
771	84715.8647
772	84693.24667
773	84666.30185
774	84652.25482
775	84642.19298
776	84628.68567
777	84624.67012
778	84605.6425
779	84595.53061
780	84571.36379
781	84568.38188
782	84558.33219
783	84537.96376
784	84529.6185
785	84501.30751
786	84495.61039
787	84485.19196
788	84470.21869
789	84449.13826
790	84434.08181
791	84415.37823
792	84397.802
793	84384.37793
794	84383.93944
795	84372.40907
796	84352.52327
797	84333.87022
798	84317.02465
799	84307.90762
800	84290.02625
801	84280.85938
802	84275.99634
803	84248.31874
804	84237.98903
805	84226.5392
806	84194.99511
807	84181.69272
808	84150.73458
809	84138.52364
810	84132.19456
811	84113.58196
812	84093.76704
813	84084.66064
814	84073.29861
815	84062.55568
816	84040.98321
817	84038.00234
818	84026.3981
819	84022.54813
820	84017.35605
821	84003.79399
822	83971.72416
823	83954.51609
824	83942.10039
825	83931.64184
826	83917.15835
827	83893.51706
828	83881.3202
829	83857.24177
830	83841.49437
831	83824.69134
832	83813.75221
833	83813.54322
834	83795.78151
835	83777.07331
836	83763.04705
837	83742.22661
838	83728.0486
839	83718.89784
840	83701.53658
841	83693.41555
842	83688.86572
843	83674.45717
844	83656.46227
845	83645.36683
846	83644.99032
847	83625.1356
848	83609.80461
849	83591.69239
850	83583.20942
851	83562.85638
852	83550.7473
853	83538.40834
854	83522.5651
855	83508.63594
856	83487.64508
857	83463.29146
858	83449.05841
859	83432.91162
860	83418.57481
861	83397.86543
862	83386.19763
863	83371.32735
864	83354.01685
865	83334.83866
866	83324.89914
867	83320.79753
868	83312.31466
869	83292.28163
870	83270.5424
871	83250.66737
872	83237.2606
873	83220.34497
874	83208.62111
875	83190.68139
876	83185.68351
877	83175.82645
878	83161.82807
879	83144.25226
880	83119.31119
881	83110.01915
882	83086.27067
883	83075.41925
884	83062.36879
885	83051.50741
886	83039.40114
887	83032.43373
888	83022.07333
889	83006.94675
890	82999.16585
891	82979.92139
892	82965.41769
893	82954.37339
894	82929.75564
895	82917.90465
896	82909.9355
897	82905.89626
898	82892.25109
899	82877.52003
900	82864.67515
901	82843.67027
902	82833.65804
903	82818.41363
904	82803.6854
905	82787.34286
906	82774.15358
907	82765.35063
908	82748.11356
909	82733.57543
910	82725.86637
911	82717.10146
912	82706.90092
913	82701.59268
914	82689.62193
915	82683.07881
916	82667.89752
917	82651.61318
918	82640.97459
919	82623.47409
920	82617.31584
921	82602.52138
922	82594.68105
923	82583.23068
924	82573.07439
925	82561.84578
926	82558.03294
927	82534.54678
928	82521.09756
929	82507.29082
930	82488.30094
931	82471.46704
932	82450.82539
933	82435.07151
934	82419.31185
935	82407.66743
936	82393.37933
937	82375.85143
938	82364.39658
939	82351.27138
940	82332.32089
941	82313.38236
942	82307.32563
943	82293.28343
944	82271.45895
945	82258.93386
946	82250.76992
947	82234.12306
948	82233.73341
949	82218.3166
950	82210.50251
951	82201.52157
952	82183.50594
953	82163.29266
954	82146.86819
955	82134.91968
956	82115.88062
957	82108.04708
958	82100.1605
959	82089.70668
960	82074.1381
961	82064.79908
962	82038.06131
963	82020.77056
964	82000.40249
965	81982.65448
966	81962.87755
967	81952.78004
968	81935.49884
969	81913.73913
970	81901.52914
971	81889.16869
972	81877.01842
973	81857.29605
974	81843.97181
975	81827.65751
976	81804.64107
977	81792.16377
978	81775.88945
979	81759.79429
980	81751.25889
981	81730.6598
982	81722.37759
983	81712.91103
984	81702.79784
985	81684.72475
986	81670.9656
987	81661.21465
988	81648.91339
989	81637.18169
990	81627.96742
991	81616.90097
992	81603.9487
993	81595.9518
994	81582.91363
995	81566.42779
996	81545.89728
997	81529.54702
998	81515.78965
999	81504.92467
